Category,Food Name,Description,Food Group,Food Subgroup,Edible Portion,Default Serving Size,Alternative Serving Size(s),Source of Data,Last Updated,Per 100 Unit,Per Serving Size,Energy (kcal) - Per 100,Energy (kcal) - Per Serving,Protein (g) - Per 100,Protein (g) - Per Serving,Total Fat (g) - Per 100,Total Fat (g) - Per Serving,Saturated Fat (g) - Per 100,Saturated Fat (g) - Per Serving,Trans Fat (g) - Per 100,Trans Fat (g) - Per Serving,Carbohydrate (g) - Per 100,Carbohydrate (g) - Per Serving,Sugar (g) - Per 100,Sugar (g) - Per Serving,Added Sugar (g) - Per 100,Added Sugar (g) - Per Serving,Dietary Fibre (g) - Per 100,Dietary Fibre (g) - Per Serving,Sodium (mg) - Per 100,Sodium (mg) - Per Serving,Potassium (mg) - Per 100,Potassium (mg) - Per Serving,Calcium (mg) - Per 100,Calcium (mg) - Per Serving,Iron (mg) - Per 100,Iron (mg) - Per Serving,Water (g) - Per 100,Water (g) - Per Serving,Nitrogen (g) - Per 100,Nitrogen (g) - Per Serving,Polyunsaturated Fat (g) - Per 100,Polyunsaturated Fat (g) - Per Serving,Monounsaturated Fat (g) - Per 100,Monounsaturated Fat (g) - Per Serving,Omega-3 (EPA+DHA) (mg) - Per 100,Omega-3 (EPA+DHA) (mg) - Per Serving,Cholesterol (mg) - Per 100,Cholesterol (mg) - Per Serving,Glucose (g) - Per 100,Glucose (g) - Per Serving,Fructose (g) - Per 100,Fructose (g) - Per Serving,Maltose (g) - Per 100,Maltose (g) - Per Serving,Galactose (g) - Per 100,Galactose (g) - Per Serving,Sucrose (g) - Per 100,Sucrose (g) - Per Serving,Lactose (g) - Per 100,Lactose (g) - Per Serving,Starch (g) - Per 100,Starch (g) - Per Serving,Vitamin A (μg) - Per 100,Vitamin A (μg) - Per Serving,Retinol (μg) - Per 100,Retinol (μg) - Per Serving,B-carotene (μg) - Per 100,B-carotene (μg) - Per Serving,Thiamine (Vitamin B1) (mg) - Per 100,Thiamine (Vitamin B1) (mg) - Per Serving,Riboflavin (Vitamin B2) (mg) - Per 100,Riboflavin (Vitamin B2) (mg) - Per Serving,Vitamin B6 (mg) - Per 100,Vitamin B6 (mg) - Per Serving,Folic Acid (Vitamin B9) (μg) - Per 100,Folic Acid (Vitamin B9) (μg) - Per Serving,Vitamin B12 (μg) - Per 100,Vitamin B12 (μg) - Per Serving,Vitamin C (mg) - Per 100,Vitamin C (mg) - Per Serving,Vitamin D (IU) - Per 100,Vitamin D (IU) - Per Serving,Vitamin E (IU) - Per 100,Vitamin E (IU) - Per Serving,Vitamin K (μg) - Per 100,Vitamin K (μg) - Per Serving,Phosphorus (mg) - Per 100,Phosphorus (mg) - Per Serving,Selenium (μg) - Per 100,Selenium (μg) - Per Serving,Zinc (mg) - Per 100,Zinc (mg) - Per Serving
Poultry,"Spring chicken, raw, without skin","Raw, uncooked whole spring chicken without skin, displaying a pale pink colour with tender, delicate texture.",Poultry,Chicken,70%,1 whole = 600g,-,Borrowed,2025,Per 100g,Per Serving (600g),119,500,21.39,89.84,3.08,12.94,0.79,3.32,-,-,0,0,0,0,-,-,0,0,77,323,229,962,12,50,0.89,3.74,75.46,316.93,-,-,0.75,3.15,0.9,3.78,40,168,70,294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,67.2,16,67.2,0,0,0.07,0.29,0.14,0.59,0.43,1.81,7,29.4,0.37,1.55,2.3,9.66,5,21,0.31,1.3,1.8,7.56,173,727,15.7,65.94,1.54,6.47
Poultry,Assam chicken,Malay-style cooked chicken in tamarind-based gravy,Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2010,Per 100g,Per Serving (100g),219,219,32.1,32.1,10,10,3.67,3.67,-,-,0.3,0.3,0.1,0.1,-,-,0.8,0.8,425,425,-,-,6,6,0.8,0.8,-,-,-,-,1.33,1.33,4.45,4.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Ayam masak lemak,Malay-style cooked chicken in spicy coconut milk gravy,Poultry,Chicken-based dishes,74%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2010,Per 100g,Per Serving (100g),157,116,9.81,7.26,12.79,9.46,6.94,5.14,-,-,0.77,0.57,0.43,0.32,-,-,0.66,0.49,221,164,-,-,42,31,1.69,1.25,-,-,-,-,1.48,1.1,3.67,2.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,12.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.04,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Ayam masak merah,Malay-style cooked chicken in spicy red tomato gravy,Poultry,Chicken-based dishes,65%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2010,Per 100g,Per Serving (100g),123,80,10.5,6.83,7.5,4.88,1.95,1.27,-,-,3.3,2.15,2.8,1.82,-,-,3.6,2.34,191,124,-,-,66,43,4.2,2.73,-,-,-,-,1.86,1.21,3.27,2.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,59.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,0.72,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Barbecued chicken wing,Grilled chicken wing,Poultry,Chicken-based dishes,90.85%,1 piece(s) = 38g,-,Lab Analysis,2025,Per 100g,Per Serving (38g),232,80,26.8,9.25,12.7,4.38,3.28,1.13,0.06,0.02,2.6,0.9,1.8,0.62,-,-,Trace,Trace,630,217,176,61,18,6,0.95,0.33,55.9,19.3,-,-,2.59,0.89,5.2,1.8,8,2.76,-,-,0.3,0.1,0.1,0.03,Trace,Trace,Trace,Trace,1.3,0.45,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Barbecued spring chicken,Grilled spring chicken with skin and bone,Poultry,Chicken-based dishes,73%,1 quarter(s) = 158g,-,Lab Analysis,2010,Per 100g,Per Serving (158g),238,275,22.3,25.72,16.5,19.03,4.9,5.65,-,-,0,0,0,0,-,-,0,0,468,540,-,-,44,51,1.5,1.73,-,-,-,-,2.7,3.11,8,9.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Braised chicken feet,Chicken feet braised in dark soy sauce with spices,Poultry,Chicken-based dishes,54%,1 piece(s) = 28g,-,Lab Analysis,2010,Per 100g,Per Serving (28g),144,22,13.2,2,10,1.51,3.1,0.47,-,-,0.5,0.08,0.5,0.08,-,-,2.1,0.32,436,66,-,-,258,39,1.1,0.17,-,-,-,-,1.9,0.29,4.5,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Braised soya sauce chicken,Chicken simmered in soya sauce,Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2023,Per 100g,Per Serving (100g),176,176,23.93,23.93,8.77,8.77,2.37,2.37,-,-,0.4,0.4,0.3,0.3,-,-,0.75,0.75,295,295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Butter chicken,Indian curry dish with chicken pieces in tomato-based sauce with butter and aromatic spices,Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2023,Per 100g,Per Serving (100g),148,148,10.05,10.05,9.27,9.27,4.08,4.08,-,-,6.07,6.07,3.68,3.68,-,-,1.65,1.65,483,483,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken chop with sauce,"Grilled chicken thigh with skin, served with sauce",Poultry,Chicken-based dishes,100%,1 piece(s) = 164g,-,Lab Analysis,2026,Per 100g,Per Serving (164g),205,336,23.2,38.05,11.7,19.19,3.9,6.4,0,0,1.8,2.95,0,0,-,-,0.7,1.15,372,610,267,438,11,18,0.85,1.39,60.9,99.88,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken curry,3 chicken pieces simmered with curry spices and coconut milk,Poultry,Chicken-based dishes,96.60%,1 bowl(s) = 347g,1 scoop(s) (serving spoon) = 100g,Lab Analysis,2025,Per 100g,Per Serving (347g),146,489,10.05,33.69,10.6,35.53,3.96,13.27,0.06,0.2,2.45,8.21,1.25,4.19,-,-,1.15,3.85,365,1223,210,704,15,50,0.85,2.85,75.55,253.25,-,-,1.4,4.69,2.91,9.75,Trace,Trace,-,-,0.2,0.67,0.3,1.01,Trace,Trace,Trace,Trace,0.7,2.35,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken masala,"Indian-style curry dish cooked primarily with chicken, seasoned with chilli powder, coriander powder, tumeric and onion",Poultry,Chicken-based dishes,100%,1 plate(s) = 455g,-,Lab Analysis,2010,Per 100g,Per Serving (455g),189,860,19.1,86.91,10.9,49.6,4.1,18.65,-,-,3.5,15.93,-,-,-,-,0,0,512,2330,-,-,30,137,1.8,8.19,-,-,-,-,2.4,10.92,3.8,17.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,150.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken rendang,Chicken simmered with spices and coconut milk,Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2010,Per 100g,Per Serving (100g),217,217,17.1,17.1,14.6,14.6,5,5,-,-,4.2,4.2,-,-,-,-,0.3,0.3,639,639,-,-,97,97,2.2,2.2,-,-,-,-,3.7,3.7,5.2,5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken satay,"Barbequed, skinless, boneless chicken skewered on stick",Poultry,Chicken-based dishes,100%,1 stick(s) = 10g,-,Lab Analysis,2025,Per 100g,Per Serving (10g),227,23,21.8,2.18,7.4,0.74,1.92,0.19,0.13,0.01,18.3,1.83,16.3,1.63,-,-,1.92,0.19,543,54,310,31,27,3,1.06,0.11,50.2,5.02,-,-,1.66,0.17,2.52,0.25,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,16.3,1.63,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken satay with sauce,"Barbequed, skinless, boneless chicken skewered on stick and served with peanut sauce",Poultry,Chicken-based dishes,100%,1 stick(s) = 27g,-,Derived,2026,Per 100g,Per Serving (27g),211,57,12.25,3.31,8.82,2.38,2.29,0.62,0.05,0.01,20.76,5.61,9.91,2.68,-,-,4.52,1.22,436,118,227,61,23,6,0.92,0.25,56.43,15.24,-,-,2.42,0.65,3,0.81,Trace,Trace,-,-,Trace,Trace,3.78,1.02,Trace,Trace,Trace,Trace,6.04,1.63,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken sweet corn soup,"Chinese-style soup made of corn kernel cooked in chicken stock, eggs and corn starch",Poultry,Chicken-based dishes,100%,1 bowl(s) = 355g,-,Lab Analysis,2025,Per 100g,Per Serving (355g),57,202,3.23,11.47,1.6,5.68,0.46,1.63,0.01,0.04,7.4,26.27,2.9,10.3,-,-,0.53,1.88,411,1459,49,174,5,18,0.33,1.17,86.55,307.25,-,-,0.27,0.96,0.55,1.95,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,2.9,10.3,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken teppanyaki,"Chicken meat with skin, with bean sprouts, green onions, dark soya sauce, cooked on hotplate",Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2010,Per 100g,Per Serving (100g),148,148,16.2,16.2,8.8,8.8,3.6,3.6,-,-,1,1,0.8,0.8,-,-,1.8,1.8,548,548,-,-,31,31,1.6,1.6,-,-,-,-,1,1,3.7,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Chicken tikka,Boneless chicken marinated with Indian spices and grilled,Poultry,Chicken-based dishes,100%,1 piece(s) = 71g,-,Lab Analysis,2010,Per 100g,Per Serving (71g),243,173,33.63,23.88,11.71,8.31,3.64,2.58,-,-,0.84,0.6,0.84,0.6,-,-,1.21,0.86,263,187,-,-,35,25,1.67,1.19,-,-,-,-,2.64,1.87,4.78,3.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.9,31.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,0.5,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Claypot chicken,"Chicken with skin and bones, cooked with dark soy sauce, and green onions, in chinese claypot",Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2010,Per 100g,Per Serving (100g),110,110,11.75,11.75,6.54,6.54,2.01,2.01,-,-,1.03,1.03,0.5,0.5,-,-,1.18,1.18,568,568,-,-,26,26,1.19,1.19,-,-,-,-,1.22,1.22,2.95,2.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.92,14.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Emperor herbal chicken,"Chinese dish of whole chicken slow-cooked with ginseng, wolfberries, and Chinese herbs",Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2024,Per 100g,Per Serving (100g),123,123,15.44,15.44,5.99,5.99,1.94,1.94,-,-,1.97,1.97,1.41,1.41,-,-,1.36,1.36,284,284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Fried chicken (1 pc),1 piece of deep-fried chicken coated with batter,Poultry,Chicken-based dishes,100%,1 piece(s) = 102g,-,Lab Analysis,2023,Per 100g,Per Serving (102g),215,219,19.75,20.15,12.25,12.5,4.86,4.96,-,-,6.42,6.55,0.36,0.37,-,-,0.66,0.67,553,564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Fried chicken (2 pc),2 pieces of deep-fried chicken coated with batter,Poultry,Chicken-based dishes,100%,1 set(s) = 166g,-,Lab Analysis,2025,Per 100g,Per Serving (166g),277,460,23.35,38.76,19.2,31.87,6.2,10.29,0.09,0.15,11.95,19.84,0.2,0.33,-,-,Trace,Trace,346,574,245,407,15,25,1.03,1.71,43.95,72.96,-,-,3.25,5.4,7.48,12.42,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,0.2,0.33,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Fried chicken (3 pc),3 pieces of deep-fried chicken coated with batter,Poultry,Chicken-based dishes,100%,1 set(s) = 306g,-,Derived,2026,Per 100g,Per Serving (306g),253,774,21.98,67.26,16.55,50.64,5.69,17.41,0.06,0.18,9.85,30.14,0.26,0.8,-,-,0.25,0.77,425,1301,152,465,9,28,0.64,1.96,27.22,83.29,-,-,2.01,6.15,4.63,14.17,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,0.12,0.37,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Fried chicken cutlet,Deep-fried boneless chicken cutlet,Poultry,Chicken-based dishes,100%,1 piece(s) = 203g,-,Lab Analysis,2023,Per 100g,Per Serving (203g),268,544,19.26,39.1,16.43,33.35,6.13,12.44,-,-,10.87,22.07,0,0,-,-,0.4,0.81,527,1070,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Fried chicken wing,Deep-fried chicken wing coated with batter,Poultry,Chicken-based dishes,70.10%,1 piece(s) = 97g,-,Lab Analysis,2025,Per 100g,Per Serving (97g),272,185,22.15,15.06,17.25,11.73,5.13,3.49,0.05,0.03,7.05,4.79,Trace,Trace,-,-,1.29,0.88,287,195,189,129,31,21,0.92,0.63,52.1,35.43,-,-,3.32,2.26,6.37,4.33,12,8.16,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Ginger chicken,"Stir fried chicken, with ginger",Poultry,Chicken-based dishes,99.34%,1 scoop(s) (serving spoon) = 100g,1 plate(s) = 447g,Lab Analysis,2025,Per 100g,Per Serving (100g),173,172,12.05,11.97,11.05,10.98,3.82,3.79,0.04,0.04,6.25,6.21,1.8,1.79,-,-,1.09,1.08,435,432,180,179,13,13,0.63,0.63,69.25,68.79,-,-,1.52,1.51,4.12,4.09,Trace,Trace,-,-,0.4,0.4,0.3,0.3,Trace,Trace,Trace,Trace,1.1,1.09,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Grilled spiced chicken,"Grilled, skinless, chicken marinated with grounded chilli, garlic, shallot, ginger, and fresh tumeric",Poultry,Chicken-based dishes,100%,1 piece(s) = 153g,-,Lab Analysis,2026,Per 100g,Per Serving (153g),193,295,26.45,40.47,9.65,14.76,3.1,4.74,0.01,0.02,0.06,0.09,0,0,-,-,0,0,353,540,326,499,8,12,0.84,1.29,62,94.86,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Herbal chicken soup,"Soup made with chicken, Chinese herbs and dates",Poultry,Chicken-based dishes,94.15%,1 bowl(s) = 633g,-,Lab Analysis,2025,Per 100g,Per Serving (633g),27,161,1.91,11.38,0.75,4.47,0.2,1.19,Trace,Trace,3.2,19.07,Trace,Trace,-,-,Trace,Trace,300,1788,53,316,9,54,0.35,2.09,93.25,555.74,-,-,0.15,0.89,0.31,1.85,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Korean fried chicken,"Crispy double-fried chicken, served without sauce",Poultry,Chicken-based dishes,100%,1 piece(s) = 61g,-,Lab Analysis,2023,Per 100g,Per Serving (61g),286,174,23.12,14.1,17.42,10.63,5.9,3.6,-,-,9.05,5.52,1.47,0.9,-,-,1.25,0.76,523,319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Korean ginseng chicken soup,"Chicken stuffed with rice, ginseng, jujubes and garlic in broth",Poultry,Chicken-based dishes,100%,1 scoop(s) (serving spoon) = 100g,1 claypot(s) = 903g,Lab Analysis,2024,Per 100g,Per Serving (100g),77,77,9.25,9.25,3.31,3.31,0.97,0.97,-,-,2.39,2.39,0.56,0.56,-,-,1.06,1.06,223,223,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Poultry,Kung po chicken,"Stir-fried chicken with skin, dried chilli and soya sauce",Poultry,Chicken-based dishes,91%,1 scoop(s) (serving spoon) = 100g,-,Lab Analysis,2010,Per 100g,Per Serving (100g),242,220,18.4,16.74,17.1,15.56,6.1,5.55,0.03,0.03,3.4,3.09,0.8,0.73,-,-,Trace,Trace,367,334,-,-,17,15,2.9,2.64,-,-,-,-,2.5,2.28,7.6,6.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
