id,dish_name,other_names,category,food_group,food_subgroup,description,serving_default_desc,serving_basis,kcal_default,kcal_per_100,per100_unit,protein_g,carbs_g,fat_g,portion_note,input_mode,is_favourite,source,last_updated
milk-tea-less-sugar-no-topping,"Milk tea (less sugar, no topping)",,Beverages,Beverages,Speciality tea,Milk tea served with customisable toppings and lower sugar level,1 medium cup(s) = 500ml,Per Serving (500ml),295,59,Per 100ml,1.85,40.9,14.15,,tap,FALSE,Derived,2026
milk-tea-no-topping,Milk tea (no topping),,Beverages,Beverages,Speciality tea,Milk tea served with customisable toppings,1 medium cup(s) = 500ml,Per Serving (500ml),320,64,Per 100ml,1.65,45.75,14.65,,tap,FALSE,Derived,2026
green-tea-with-pearls-no-sugar,Green tea with pearls (no sugar),,Beverages,Beverages,Speciality tea,"Freshly made green tea served with tapioca pearls, no sugar added",1 medium cup(s) = 500ml,Per Serving (500ml),125,25,Per 100ml,0.75,30.5,0,,tap,FALSE,Derived,2026
oolong-tea-with-pearls-less-sugar,Oolong tea with pearls (less sugar),,Beverages,Beverages,Speciality tea,"Freshly brewed oolong tea with with tapioca pearls, lower sugar level",1 medium cup(s) = 500ml,Per Serving (500ml),155,31,Per 100ml,0.35,39.05,0,,tap,FALSE,Derived,2026
oolong-tea,Oolong tea,,Beverages,Beverages,Speciality tea,Freshly brewed oolong tea with customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),155,31,Per 100ml,0.5,39.55,0.75,,tap,FALSE,Derived,2026
milk-tea,Milk tea,,Beverages,Beverages,Speciality tea,Milk tea served with customisable toppings,1 medium cup(s) = 500ml,Per Serving (500ml),340,68,Per 100ml,1.8,55.05,12.45,,tap,FALSE,Derived,2026
milk-tea-less-sugar,Milk tea (less sugar),,Beverages,Beverages,Speciality tea,Milk tea served with customisable toppings and lower sugar level,1 medium cup(s) = 500ml,Per Serving (500ml),320,64,Per 100ml,1.95,51.2,12.05,,tap,FALSE,Derived,2026
milk-tea-no-sugar,Milk tea (no sugar),,Beverages,Beverages,Speciality tea,Milk tea served with customisable toppings and no added sugar,1 medium cup(s) = 500ml,Per Serving (500ml),280,56,Per 100ml,1.8,41.25,12.2,,tap,FALSE,Derived,2026
lemon-green-tea-no-sugar,Lemon green tea (no sugar),,Beverages,Beverages,Speciality tea,"Freshly brewed green tea with lemon slices or juice, no added sugar, and customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),95,19,Per 100ml,0.9,21.15,0.75,,tap,FALSE,Derived,2026
chrysanthemum-milk-tea-no-sugar,Chrysanthemum milk tea (no sugar),,Beverages,Beverages,Speciality tea,"Floral tea made from dried chrysanthemum flowers blended with milk or creamer, with no added sugar and customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),220,44,Per 100ml,0.95,38.25,7.15,,tap,FALSE,Derived,2026
bubble-tea-no-milk-no-sugar,Bubble tea no milk (no sugar),,Beverages,Beverages,Speciality tea,"Freshly made fruit or tea-based beverage without milk, with no sugar added and customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),85,17,Per 100ml,0.7,19.2,0.75,,tap,FALSE,Derived,2026
bubble-tea-no-milk-no-sugar-no-topping,"Bubble tea no milk (no sugar, no topping)",,Beverages,Beverages,Speciality tea,"Freshly made fruit or tea-based beverage without milk, with no sugar added and no customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),5,1,Per 100ml,0.25,0.9,0,,tap,FALSE,Derived,2026
bubble-tea-with-milk-no-sugar,Bubble tea with milk (no sugar),,Beverages,Beverages,Speciality tea,Freshly made milk tea with no sugar added and customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),210,42,Per 100ml,1.55,33,8.4,,tap,FALSE,Derived,2026
flavoured-bubble-tea-no-milk-no-sugar-no-topping,"Flavoured bubble tea no milk (no sugar, no topping)",,Beverages,Beverages,Speciality tea,"Flavoured bubble tea no milk (no sugar, no topping)",1 medium cup(s) = 500ml,Per Serving (500ml),75,15,Per 100ml,0.3,18.6,,,tap,FALSE,Derived,2026
flavoured-bubble-tea-with-milk-no-sugar-no-topping,"Flavoured bubble tea with milk (no sugar, no topping)",,Beverages,Beverages,Speciality tea,"Flavoured bubble tea with milk (no sugar, no topping)",1 medium cup(s) = 500ml,Per Serving (500ml),310,62,Per 100ml,1.3,40.75,15.65,,tap,FALSE,Derived,2026
green-tea-no-sugar,Green tea (no sugar),,Beverages,Beverages,Speciality tea,Freshly brewed green tea with no sugar added and customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),85,17,Per 100ml,0.9,19.25,0.75,,tap,FALSE,Derived,2026
2-in-1-black-coffee-sugar,2 in 1 black coffee (sugar),,Beverages,Beverages,Coffee,Instant black coffee premixed with sugar,1 cup (200ml) = 200ml,Per Serving (200ml),84,42,Per 100ml,0.94,19.12,0.58,,tap,FALSE,NIP,2025
3-in-1-yuan-yang,3 in 1 yuan yang,,Beverages,Beverages,Coffee,Instant coffee and tea premixed with creamer and sugar,1 cup (200ml) = 200ml,Per Serving (200ml),154,77,Per 100ml,1.22,25.88,5.1,,tap,FALSE,NIP,2025
black-coffee-no-sugar-sachet-filter-bag,"Black coffee (no sugar, sachet/filter bag)",,Beverages,Beverages,Coffee,Instant or drip coffee without sugar or creamer,1 cup (200ml) = 200ml,Per Serving (200ml),42,21,Per 100ml,0.98,8.8,0.44,,tap,FALSE,NIP,2025
black-coffee-packaged,Black coffee (packaged),,Beverages,Beverages,Coffee,Ready-to-drink black coffee without sugar or creamer,1 can = 240ml,Per Serving (240ml),60,25,Per 100ml,0.19,14.4,0,,tap,FALSE,NIP,2025
coffee-with-milk-less-sugar-bottled,"Coffee with milk (less sugar, bottled)",,Beverages,Beverages,Coffee,Ready-to-drink coffee beverage with milk and less sugar,1 can = 240ml,Per Serving (240ml),144,60,Per 100ml,2.4,31.2,1.8,,tap,FALSE,NIP,2025
coffee-with-milk-no-sugar-bottled,"Coffee with milk (no sugar, bottled)",,Beverages,Beverages,Coffee,Ready-to-drink coffee beverage with milk and no sugar,1 can = 240ml,Per Serving (240ml),36,15,Per 100ml,0.72,3.67,0.36,,tap,FALSE,NIP,2025
flavoured-white-coffee-less-sugar-bottled,"Flavoured white coffee (less sugar, bottled)",,Beverages,Beverages,Coffee,Ready to drink white coffee with less sugar and added flavours,1 can = 240ml,Per Serving (240ml),156,65,Per 100ml,1.9,26.28,4.8,,tap,FALSE,NIP,2025
iced-kopi,Iced Kopi,kopi peng|kopi ice,Beverages,Beverages,Coffee,"Traditional coffee with condensed milk and evaporated milk, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),240,60,Per 100ml,2,42.6,6.76,,tap,FALSE,Derived,2026
instant-coffee-granules-no-sugar,Instant coffee granules (no sugar),,Beverages,Beverages,Coffee,Dried coffee granules without added sugar,1 cup (200ml) = 200ml,Per Serving (200ml),22,11,Per 100ml,0.4,3.5,0.62,,tap,FALSE,NIP,2025
kopi,Kopi,,Beverages,Beverages,Coffee,Traditional coffee with condensed milk and evaporated milk,1 regular cup(s) = 250ml,Per Serving (250ml),193,77,Per 100ml,1.63,34.33,5.45,,tap,FALSE,Derived,2026
kopi-c,Kopi C,,Beverages,Beverages,Coffee,Local coffee with evaporated milk and sugar,1 regular cup(s) = 250ml,Per Serving (250ml),130,52,Per 100ml,2.08,23.28,3.18,,tap,FALSE,Derived,2026
kopi-c-kosong,Kopi C kosong,,Beverages,Beverages,Coffee,Traditional coffee with evaporated milk and no sugar,1 regular cup(s) = 250ml,Per Serving (250ml),93,37,Per 100ml,2.5,12.1,3.7,,tap,FALSE,Derived,2026
kopi-c-siu-dai,Kopi C siu dai,,Beverages,Beverages,Coffee,Traditional coffee with evaporated milk and less sugar,1 regular cup(s) = 250ml,Per Serving (250ml),113,45,Per 100ml,2.08,17.9,3.53,,tap,FALSE,Derived,2026
kopi-o,Kopi O,,Beverages,Beverages,Coffee,Local coffee with sugar only,1 regular cup(s) = 250ml,Per Serving (250ml),78,31,Per 100ml,0.58,18.93,0,,tap,FALSE,Derived,2026
kopi-o-kosong,Kopi O kosong,,Beverages,Beverages,Coffee,Traditional black coffee without sugar or milk,1 regular cup(s) = 250ml,Per Serving (250ml),33,13,Per 100ml,0.68,7.25,0,,tap,FALSE,Derived,2026
kopi-o-siu-dai,Kopi O siu dai,,Beverages,Beverages,Coffee,Local black coffee with reduced sugar,1 regular cup(s) = 250ml,Per Serving (250ml),70,28,Per 100ml,0.35,17.08,0,,tap,FALSE,Derived,2026
kopi-siu-dai,Kopi siu dai,,Beverages,Beverages,Coffee,Traditional coffee with condensed milk and less sugar,1 regular cup(s) = 250ml,Per Serving (250ml),150,60,Per 100ml,1.13,28.53,3.47,,tap,FALSE,Derived,2026
oat-milk-latte,Oat milk latte,,Beverages,Beverages,Coffee,Beverage made with steamed oat milk and espresso with sugar,1 medium cup(s) = 450ml,Per Serving (450ml),207,46,Per 100ml,3.2,26.87,9.99,,tap,FALSE,Derived,2026
soy-milk-latte,Soy milk latte,,Beverages,Beverages,Coffee,Beverage made with steamed soy milk and espresso with sugar,1 medium cup(s) = 450ml,Per Serving (450ml),108,24,Per 100ml,4.5,12.74,4.1,,tap,FALSE,Derived,2026
iced-kopi-c-kosong,Iced Kopi C kosong,kopi c kosong peng|kopi c kosong ice,Beverages,Beverages,Coffee,"Traditional coffee with evaporated milk and no sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),116,29,Per 100ml,3.12,15,4.6,,tap,FALSE,Derived,2026
iced-kopi-o,Iced Kopi O,kopi o peng|kopi o ice,Beverages,Beverages,Coffee,"Local coffee with sugar only, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),96,24,Per 100ml,0.72,23.48,,,tap,FALSE,Derived,2026
iced-kopi-siu-dai,Iced Kopi siu dai,kopi siu dai peng|kopi siu dai ice,Beverages,Beverages,Coffee,"Traditional coffee with evaporated milk and less sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),188,47,Per 100ml,1.4,35.4,4.32,,tap,FALSE,Derived,2026
iced-kopi-o-siu-dai,Iced Kopi O siu dai,kopi o siu dai peng|kopi o siu dai ice,Beverages,Beverages,Coffee,"Local black coffee with reduced sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),88,22,Per 100ml,0.44,21.2,,,tap,FALSE,Derived,2026
iced-kopi-c-siu-dai,Iced Kopi C siu dai,kopi c siu dai peng|kopi c siu dai ice,Beverages,Beverages,Coffee,"Traditional coffee with evaporated milk and less sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),140,35,Per 100ml,2.56,22.2,4.36,,tap,FALSE,Derived,2026
iced-kopi-c,Iced Kopi C,kopi c peng|kopi c ice,Beverages,Beverages,Coffee,"Local coffee with evaporated milk and sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),160,40,Per 100ml,2.56,28.88,3.92,,tap,FALSE,Derived,2026
black-tea-less-sugar-packaged,"Black tea (less sugar, packaged)",,Beverages,Beverages,Tea and related drinks,Ready-to-drink brewed black tea with less sugar,1 bottle = 500ml,Per Serving (500ml),100,20,Per 100ml,0,26.7,0,,tap,FALSE,NIP,2025
chinese-tea,Chinese tea,,Beverages,Beverages,Tea and related drinks,Traditional tea made from Chinese tea leaves,1 cup (250ml) = 250ml,Per Serving (250ml),3,1,Per 100ml,0,0,0,,tap,FALSE,Borrowed,2025
flavoured-tea-no-sugar,Flavoured tea (no sugar),,Beverages,Beverages,Tea and related drinks,Tea with added flavours and no sugar,1 cup (200ml) = 200ml,Per Serving (200ml),2,1,Per 100ml,0.08,0.08,0,,tap,FALSE,NIP,2025
flavoured-tea-packaged,Flavoured tea (packaged),,Beverages,Beverages,Tea and related drinks,Ready-to-drink sweetened tea with added flavours,1 bottle = 500ml,Per Serving (500ml),125,25,Per 100ml,0,33.8,0,,tap,FALSE,NIP,2025
fruit-tea-with-fruit-toppings-any-type,Fruit tea with fruit toppings (any type),,Beverages,Beverages,Tea and related drinks,Freshly made fruit tea served with fruit toppings,1 medium cup (500ml) = 500ml,Per Serving (500ml),190,38,Per 100ml,0.5,46.9,0.2,,tap,FALSE,Lab Analysis,2023
green-tea-no-sugar-packaged,"Green tea (no sugar, packaged)",,Beverages,Beverages,Tea and related drinks,Ready-to-drink green tea with no sugar,1 bottle = 500ml,Per Serving (500ml),0,0,Per 100ml,0,0,0,,tap,FALSE,NIP,2025
iced-lemon-tea,Iced lemon tea,lemon tea peng|lemon tea ice,Beverages,Beverages,Tea and related drinks,Citrus-flavoured beverage made of instant sweetened tea with lemon flavour,1 glass(s) = 450ml,Per Serving (450ml),162,36,Per 100ml,0,40.82,0,,tap,FALSE,Derived,2026
iced-limau,Iced limau,limau peng|limau ice,Beverages,Beverages,Juice drinks,"Beverage made with iced water, sugar syrup and calamansi",1 glass(s) = 450ml,Per Serving (450ml),117,26,Per 100ml,0,29.7,0,,tap,FALSE,Derived,2026
iced-teh-o-limau,Iced Teh O limau,teh o limau peng|iced teh o limau ice,Beverages,Beverages,Tea and related drinks,Beverage made with iced tea with sugar and calamansi,1 glass(s) = 450ml,Per Serving (450ml),131,29,Per 100ml,0.13,33.35,0,,tap,FALSE,Derived,2026
iced-lemon-tea-less-sugar-packaged,"Iced lemon tea (less sugar, packaged)",lemon tea less sugar packaged peng|lemon tea less sugar packaged ice,Beverages,Beverages,Tea and related drinks,Ready-to-drink black tea with lemon and less sugar,1 bottle = 500ml,Per Serving (500ml),135,27,Per 100ml,0,34,0,,tap,FALSE,NIP,2025
iced-lemon-tea-packaged,Iced lemon tea (packaged),,Beverages,Beverages,Tea and related drinks,Ready-to-drink black tea with lemon and sugar,1 bottle = 500ml,Per Serving (500ml),185,37,Per 100ml,0,47,0,,tap,FALSE,NIP,2025
iced-teh,Iced Teh,teh peng|teh ice,Beverages,Beverages,Tea and related drinks,"Traditional tea with condensed milk and evaporated milk, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),188,47,Per 100ml,1.64,32.04,5.92,,tap,TRUE,Derived,2026
infused-black-tea-no-sugar,Infused black tea (no sugar),,Beverages,Beverages,Tea and related drinks,Freshly brewed black tea without sugar,1 cup (200ml) = 200ml,Per Serving (200ml),10,5,Per 100ml,0,0.4,0,,tap,FALSE,NIP,2025
tea-with-cream,Tea with cream,,Beverages,Beverages,Tea and related drinks,Freshly brewed tea served with dairy cream,1 medium cup (500ml) = 500ml,Per Serving (500ml),445,89,Per 100ml,3.35,56.75,22.45,,tap,FALSE,Lab Analysis,2023
tea-with-foam,Tea with foam,,Beverages,Beverages,Tea and related drinks,Tea topped with creamy milk foam layer,1 medium cup (500ml) = 500ml,Per Serving (500ml),405,81,Per 100ml,3.05,53.9,19.45,,tap,FALSE,Lab Analysis,2023
teh,Teh,,Beverages,Beverages,Tea and related drinks,Traditional tea with condensed milk and evaporated milk,1 regular cup(s) = 250ml,Per Serving (250ml),150,60,Per 100ml,1.33,25.83,4.77,,tap,FALSE,Derived,2026
teh-c,Teh C,,Beverages,Beverages,Tea and related drinks,Local tea with evaporated milk and sugar,1 regular cup(s) = 250ml,Per Serving (250ml),125,50,Per 100ml,1.85,21.8,3.4,,tap,FALSE,Derived,2026
teh-c-siu-dai,Teh C siu dai,,Beverages,Beverages,Tea and related drinks,Traditional tea with evaporated milk and less sugar,1 regular cup(s) = 250ml,Per Serving (250ml),63,25,Per 100ml,1.53,9.48,2.18,,tap,FALSE,Derived,2026
teh-halia,Teh halia,,Beverages,Beverages,Tea and related drinks,"Traditional tea with condensed milk, evaporated milk and ginger",1 regular cup(s) = 250ml,Per Serving (250ml),145,58,Per 100ml,1,27.45,3.28,,tap,FALSE,Derived,2026
teh-o,Teh O,,Beverages,Beverages,Tea and related drinks,Local tea with sugar,1 regular cup(s) = 250ml,Per Serving (250ml),48,19,Per 100ml,0,12.12,0,,tap,FALSE,Derived,2026
teh-o-kosong,Teh O kosong,,Beverages,Beverages,Tea and related drinks,Local black tea with no sugar,1 regular cup(s) = 250ml,Per Serving (250ml),5,2,Per 100ml,0,1.55,0,,tap,FALSE,Derived,2026
teh-o-siu-dai,Teh O siu dai,,Beverages,Beverages,Tea and related drinks,Local black tea with less sugar/less sweet,1 regular cup(s) = 250ml,Per Serving (250ml),43,17,Per 100ml,0,10.33,0,,tap,FALSE,Derived,2026
teh-siu-dai,Teh siu dai,,Beverages,Beverages,Tea and related drinks,Local tea with condensed milk and less sugar/less sweet,1 regular cup(s) = 250ml,Per Serving (250ml),98,39,Per 100ml,0.75,17.55,2.8,,tap,FALSE,Derived,2026
teh-tarik,Teh Tarik,,Beverages,Beverages,Tea and related drinks,"Traditional tea with condensed milk, evaporated milk and a frothy texture from pulling",1 small cup (150ml) = 150ml,Per Serving (150ml),72,48,Per 100ml,0.9,11.82,2.34,,tap,FALSE,Lab Analysis,2023
yuan-yang,Yuan yang,,Beverages,Beverages,Tea and related drinks,Traditional tea combined with coffee and condensed milk,1 regular cup(s) = 250ml,Per Serving (250ml),143,57,Per 100ml,1.17,25.08,4,,tap,FALSE,Derived,2026
yuan-yang-kosong,Yuan yang kosong,,Beverages,Beverages,Tea and related drinks,Traditional tea combined with coffee and no sugar,1 small cup (150ml) = 150ml,Per Serving (150ml),2,1,Per 100ml,0.08,0,0.18,,tap,FALSE,Lab Analysis,2010
yuan-yang-siu-dai,Yuan yang siu dai,,Beverages,Beverages,Tea and related drinks,Traditional tea combined with coffee and less condensed milk,1 regular cup(s) = 250ml,Per Serving (250ml),100,40,Per 100ml,0.93,18.08,2.4,,tap,FALSE,Derived,2026
yuan-yang-o-kosong,Yuan yang O kosong,,Beverages,Beverages,Tea and related drinks,Traditional tea combined with coffee and no sugar,1 regular cup(s) = 250ml,Per Serving (250ml),25,10,Per 100ml,0.6,5.63,0.05,,tap,FALSE,Derived,2026
iced-yuan-yang-o-kosong,Iced Yuan Yang O kosong,,Beverages,Beverages,Tea and related drinks,"Traditional tea combined with coffee and no sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),32,8,Per 100ml,0.76,7,0.08,,tap,FALSE,Derived,2026
iced-kopi-o-kosong,Iced Kopi O kosong,kopi o kosong peng|kopi o kosong ice,Beverages,Beverages,Coffee,"Traditional black coffee without sugar or milk, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),40,10,Per 100ml,0.84,9,,,tap,FALSE,Derived,2026
iced-teh-o,Iced Teh O,teh o peng|teh o ice,Beverages,Beverages,Tea and related drinks,"Local tea with sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),60,15,Per 100ml,,15.04,,,tap,FALSE,Derived,2026
iced-teh-o-kosong,Iced Teh O kosong,teh o kosong peng|teh o kosong ice,Beverages,Beverages,Tea and related drinks,"Local black tea with no sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),8,2,Per 100ml,,1.92,,,tap,FALSE,Derived,2026
iced-teh-c,Iced Teh C,teh c peng|teh c ice,Beverages,Beverages,Tea and related drinks,"Local tea with evaporated milk and sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),156,39,Per 100ml,2.28,27.04,4.2,,tap,FALSE,Derived,2026
iced-teh-c-kosong,Iced Teh C kosong,teh c kosong peng|teh c kosong ice,Beverages,Beverages,Tea and related drinks,"Local tea with evaporated milk and no sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),68,17,Per 100ml,2.08,7.52,3.2,,tap,FALSE,Derived,2026
iced-teh-c-siu-dai,Iced Teh C siu dai,teh c siu dai peng|teh c siu dai ice,Beverages,Beverages,Tea and related drinks,"Traditional tea with evaporated milk and less sugar, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),76,19,Per 100ml,1.88,11.76,2.68,,tap,FALSE,Derived,2026
iced-teh-halia,Iced Teh halia,teh halia peng|teh halia ice,Beverages,Beverages,Tea and related drinks,"Traditional tea with condensed milk, evaporated milk and ginger, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),180,45,Per 100ml,1.24,34.08,4.08,,tap,FALSE,Derived,2026
